1,8,4416,1167.7569279670715,3.781608906990379,0.2644377101374709,0.0,0.6336150169372559,1.092983961105347
1,7,8539,1683.6495566368105,5.071720517099269,0.19717174805443383,0.0,0.261897087097168,0.9258439540863036
1,6,9220,1900.1008434295652,4.852374036821366,0.20608469017674244,0.0,0.25410914421081543,0.9268920421600342
1,12,8612,2095.332165002823,4.110088196917647,0.2433037813519302,0.0,0.2629668712615967,1.1606640815734863
1,1,12726,2497.542721509933,5.095408334919802,0.19625512505971507,0.0,0.2475240230560303,1.0134561061859129
1,2,11839,2817.480083465576,4.20198178843476,0.23798294479817353,0.0,0.2621099948883057,1.1513609886169434
1,3,13534,2810.3213160037994,4.815819430656768,0.20764898152828426,0.0,0.2569129467010498,1.1832609176635742
1,16,18045,3341.0680119991302,5.400967575395977,0.1851520095316781,0.0,0.2488200664520264,0.8542518615722656
1,11,18133,3557.7610750198364,5.096744727271743,0.19620366596921837,0.0,0.4562649726867676,0.9125711917877196
1,5,24011,4400.8546884059915,5.455985643710696,0.1832849397528629,0.0,0.25809597969055176,0.7390179634094238
1,14,9677,5721.58430504799,1.6913147624972094,0.5912559992815944,0.0,1.6918420791625977,1.8339128494262693
1,9,25750,6079.557753801347,4.235505450030371,0.2360993302447125,0.0,0.8311989307403564,1.5394048690795898
1,4,14085,8817.5229139328,1.5973873997813968,0.6260222161116649,0.0,1.3484809398651123,1.4206819534301758
1,13,28802,9900.864619493484,2.9090388675038232,0.0003437561495553602,0.0,1.0692129135131836,1.699759006500244
1,20,11242,8941.112469434738,1.257337947423306,0.7953311216362514,0.0,3.1691861152648926,3.4670729637146
1,18,24852,11987.77423262596,2.07311211553874,0.4823665794554145,0.0,2.6570098400115967,3.627143144607544
1,10,18000,12035.793954849243,1.495539061862036,0.6686552197138467,0.0,1.639045000076294,3.188390016555786
1,17,26085,12375.72399544716,2.1077554743137674,0.4744383360340103,0.0,2.642075061798096,3.5296969413757324
1,19,22336,19162.88797950745,1.1655863157936237,0.8579373199994378,0.0,2.9929540157318115,3.5313258171081543
1,15,27133,28028.288603305817,0.9680576785840496,1.0329962998306794,0.0,3.302567958831787,3.410928010940552
2,8,4416,1149.5182337760925,3.841609354462981,0.2603075710543688,0.0,0.6243469715118408,1.0831339359283447
2,7,8539,1666.216952085495,5.1247828137340035,0.1951302204105276,0.0,0.2582030296325684,0.9269168376922609
2,6,9220,1887.5324416160583,4.884684255866916,0.20472152295185017,0.0,0.25495100021362305,0.8888430595397949
2,12,8612,2121.824188709259,4.058771714370371,0.246379956886816,0.0,0.26903414726257324,0.977992057800293
2,1,12726,2480.5231626033788,5.130369347828911,0.19491774026429187,0.0,0.2466659545898437,1.0240411758422852
2,3,13534,2804.781504154205,4.8253313065401295,0.207239655988932,0.0,0.2590479850769043,1.1919620037078855
